,body,name,location
0,femur_r,Gastroc_at_condyles_r,[ 0.00463509955766987 -0.38699589868347856 -0.00048086645410129]
1,femur_r,KnExt_at_fem_r,[ 0.00317880787659607 -0.37956007240335693  0.00189316623328431]
2,femur_r,AB_at_femshaft_r,[ 0.00852064197651638 -0.10860256374345942  0.02450004682317871]
3,femur_r,AL_at_femshaft_r,[ 0.02792512060864162 -0.224353915446325   -0.00012057665131103]
4,femur_r,AMprox_at_femshaft_r,[ 0.01843032691577612 -0.07007769611499623  0.00187476127501147]
5,femur_r,AMmid_at_femshaft_r,[ 0.01569021257942214 -0.15552962858806194  0.01722737523080506]
6,femur_r,AMdist_at_femshaft_r,[ 0.02713922466117597 -0.2516491476139544  -0.00258543126176492]
7,femur_r,AMisch_at_condyles_r,[-0.02394025628648649 -0.3485951350108844   0.00286447711073554]
8,femur_r,PECT_at_femshaft_r,[ 0.01626813899352606 -0.08126175155044417  0.00901386037598308]
