,body,name,location
0,tibia_r,GasLat_at_shank_r,[-0.00514222035645277 -0.06711794248547756 -0.0091529481198132 ]
1,tibia_r,GasMed_at_shank_r,[-0.00514222035645277 -0.06711794248547756 -0.0091529481198132 ]
2,tibia_r,GR_at_condyles_r,[-0.0002038201949223  -0.01865194797071473 -0.00448544266317864]
3,tibia_r,SM_at_condyles_r,[ 0.00169926446686766 -0.0184897596316406  -0.00461911117565189]
4,tibia_r,ST_at_condyles_r,[ 0.00075741833241223 -0.01901348250318577 -0.00453156489752562]
5,tibia_r,BF_at_gastroc_r,[-0.05294718581260706 -0.05852091466213036  0.00043395474003281]
