,body,name,location
0,patella_r,patella_lat_r,[-0.00011482205695521  0.03271631738603321  0.02600691029271807]
1,patella_r,patella_med_r,[ 0.00001397547408113  0.03233051749768799 -0.02798502906288947]
2,patella_r,patella_r_anter,[ 0.01148799592378001  0.02882432915427785 -0.00126911659362658]
3,patella_r,patella_sup_r,[-0.00185137606797781  0.04765991142529515 -0.00007240455944802]
4,patella_r,patella_r,[0. 0. 0.]
