,body,name,location
0,femur_l,Gastroc_at_condyles_l,[ 0.00498669906347308 -0.3943547780321651   0.00059122556867383]
1,femur_l,KnExt_at_fem_l,[ 0.0033445005748296  -0.3870226242345994  -0.00151318916820757]
2,femur_l,AB_at_femshaft_l,[ 0.00733093778586914 -0.11076400876110344 -0.02486499697277208]
3,femur_l,AL_at_femshaft_l,[ 0.02995623971919594 -0.22782847211719462  0.00277357841581634]
4,femur_l,AMprox_at_femshaft_l,[ 0.02394465736207983 -0.07125573924272643 -0.00105791526285148]
5,femur_l,AMmid_at_femshaft_l,[ 0.01460078855075465 -0.15824353694785787 -0.0173072199967042 ]
6,femur_l,AMdist_at_femshaft_l,[ 0.0284464889934377  -0.2556430745882568   0.00593236201220299]
7,femur_l,AMisch_at_condyles_l,[-0.02541790285775629 -0.3540786362192966  -0.00497566434046138]
8,femur_l,PECT_at_femshaft_l,[ 0.021122116113565   -0.08276123951980024 -0.00830077197251682]
