name,r,a,s
RTH1,144.83372195709646,-9.567789285808797,500.93854135569956
RTH2,141.1498475256837,-7.179737602635871,426.2561649763433
RTH3,131.37224486019124,23.350996077831244,459.9554460960967
RGT,176.0265794732319,-54.827504670127084,685.8085738594314
RKNE,133.423435672323,-23.999165924288206,316.7822690083336
RMKNE,33.97026745718684,-17.40783045254961,311.0756886313386
